file,subset,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,words_before_main_verb,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,apposition_per_clause,clauses_per_sentence,prepositions_per_clause,adjunct_per_clause,prepositions_per_sentence,relative_clauses,aux_plus_PCP_per_sentence,coordinate_conjunctions_per_clauses,ratio_coordinate_conjunctions,first_person_possessive_pronouns,first_person_pronouns,gerund_verbs,infinitive_verbs,inflected_verbs,non-inflected_verbs,participle_verbs,passive_ratio,second_person_possessive_pronouns,second_person_pronouns,sentences_with_five_clauses,sentences_with_four_clauses,sentences_with_one_clause,sentences_with_seven_more_clauses,sentences_with_six_clauses,sentences_with_three_clauses,sentences_with_two_clauses,sentences_with_zero_clause,simple_word_ratio,ratio_subordinate_conjunctions,third_person_possessive_pronouns,third_person_pronouns,negative_words,positive_words,adjective_diversity_ratio,adjectives_max,adjectives_min,adjectives_standard_deviation,adverbs_diversity_ratio,adverbs_max,adverbs_min,adverbs_standard_deviation,concretude_mean,concretude_std,concretude_1_25_ratio,concretude_25_4_ratio,concretude_4_55_ratio,concretude_55_7_ratio,content_word_diversity,content_word_max,content_word_min,content_word_standard_deviation,content_words_ambiguity,dalechall_adapted,verbal_time_moods_diversity,easy_conjunctions_ratio,familiaridade_mean,familiaridade_std,familiaridade_1_25_ratio,familiaridade_25_4_ratio,familiaridade_4_55_ratio,familiaridade_55_7_ratio,function_word_diversity,gunning_fox,hard_conjunctions_ratio,idade_aquisicao_mean,idade_aquisicao_std,idade_aquisicao_1_25_ratio,idade_aquisicao_25_4_ratio,idade_aquisicao_4_55_ratio,idade_aquisicao_55_7_ratio,imageabilidade_mean,imageabilidade_std,imageabilidade_1_25_ratio,imageabilidade_25_4_ratio,imageabilidade_4_55_ratio,imageabilidade_55_7_ratio,indefinite_pronouns_diversity,medium_long_sentence_ratio,max_noun_phrase,mean_noun_phrase,medium_short_sentence_ratio,min_noun_phrase,named_entity_ratio_sentence,named_entity_ratio_text,noun_diversity,nouns_max,nouns_min,nouns_standard_deviation,subtitles,postponed_subject_ratio,preposition_diversity,pronoun_diversity,pronouns_max,pronouns_min,pronouns_standard_deviation,dialog_pronoun_ratio,punctuation_diversity,punctuation_ratio,abstract_nouns_ratio,adverbs_before_main_verb_ratio,subjunctive_future_ratio,indefinite_pronoun_ratio,indicative_condition_ratio,indicative_future_ratio,indicative_imperfect_ratio,indicative_pluperfect_ratio,indicative_present_ratio,indicative_preterite_perfect_ratio,infinite_subordinate_clauses,oblique_pronouns_ratio,relative_pronouns_ratio,subjunctive_imperfect_ratio,subjunctive_present_ratio,subordinate_clauses,temporal_adjunct_ratio,demonstrative_pronoun_ratio,coreference_pronoun_ratio,non_svo_ratio,relative_pronouns_diversity_ratio,sentence_length_max,sentence_length_min,sentence_length_standard_deviation,short_sentence_ratio,std_noun_phrase,verb_diversity,verbs_max,verbs_min,verbs_standard_deviation,long_sentence_ratio,ratio_function_to_content_words
604.txt,fake_br_human,0.05291,0.02293,0.62434,35.05903,0.37566,1.0,2.88983,20.25,0.41093,28,28,567,0.06349,0.13757,0.02469,0.02293,0.0,0.0,0.00176,501039.77966,3.87504,4.40391,702.25,1.56186,1.42686,1.56789,1.36586,4.96175,5.30708,0.76623,11.69642,1057.23992,0.00197,0.77731,0.06349,0.00353,0.03351,0.00176,0.02646,0.00176,0.01587,0.0,0.00705,2.65517,3.63636,2.26627,9.32203,2.72264,6.85714,47.35714,0.67176,1.66197,0,0.18519,0.77778,0.7037,0.56349,1.03704,0.69841,0.81481,0.73364,0.16496,0.71468,0,0.73364,0.16496,0.82818,0.13973,0.87437,0.10711,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.57062,0,0,1.0,0.32768,0.4548,0.86667,0.14286,0.0,0.04115,0.61538,0.09524,0.0,0.02889,4.16047,0.6144,0.00455,0.4,0.57727,0.01818,0.86173,0.72727,0.35294,0.07399,3.91791,11.74222,0,0.04938,4.79292,0.75664,0.00909,0.13636,0.67273,0.18182,0.40781,8.25379,0.01764,5.10035,1.56023,0.07273,0.14091,0.35455,0.34545,4.27827,0.4996,0.0,0.29545,0.69091,0.01364,0.6,0.03571,18,4.87934,0.03571,1,0,0.0,0.77082,1.0,0.2381,0.14258,0.0,0,0.2925,0.63889,0.23077,0.0,0.06409,0.0,0.05263,0.15467,0.02293,0,0,0.27778,0,0,0,0,0,0,0,0.02778,0,0,0,0,0,0.22222,0.14815,0,0,40,1,9.42877,0.21429,3.99734,0.85897,0.33333,0.0,0.07338,0.71429,0.60169
605.txt,fake_br_human,0.0,0.05714,0.65714,50.99536,0.34286,1.0,2.65217,17.5,0.47143,4,4,70,0.02857,0.12857,0.02857,0.02857,0.0,0.0,0.0,658853.0,4.35022,4.57059,71.33333,1.06167,0.46767,0.83967,0.0,5.1997,5.35134,0.44444,8.84894,1314.63235,0.0,0.81429,0.04286,0.0,0.02857,0.0,0.01429,0.0,0.01429,0.0,0.0,0,2.0,2.25,11.16667,2.67662,7.75,49.0,0.68044,1.91667,10.75,0.0,0.0,0.0,0.16667,0.0,0.16667,0.0,0.26301,0.37195,0.40085,0,0.26301,0.37195,0.54782,0.38802,0.54871,0.38871,0.0,1.75,2.28571,1.0,4.0,0.0,0.25,0.28571,1.0,0,0,0.0,0.25,0.5,0.5,0.25,0.14286,0,0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.58696,0.0,0,0,0.52174,0.26087,0,0,0,0,1.0,0,0,0,4.40875,1.01584,0.0,0.39394,0.45455,0.15152,0.93478,0.55556,0.0,0.22625,3.72222,12.62507,3,0.04286,4.829,0.95371,0.0,0.24242,0.48485,0.27273,0.58333,7.12571,0.0,4.64069,1.94099,0.15152,0.24242,0.21212,0.24242,4.63916,0.81446,0.0,0.24242,0.60606,0.15152,0,0.0,16,4.36667,0.0,1,0.04773,0.04054,0.90909,0,0,0,0.0,0.0,0.5,1.0,0,0,0,0,0.28571,0.30435,0.04286,0.28571,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.42857,0.0,0,0.0,0.0,0.42857,0.28571,1.0,0.0,0.28571,0,26,0,10.25914,0.25,4.41756,1.0,0,0,0,0.75,0.52174
606.txt,fake_br_human,0.02682,0.03831,0.62835,39.02078,0.37165,1.1,2.7439,23.72727,0.41762,10,11,261,0.0613,0.14559,0.01916,0.01149,0.0,0.0,0.00766,610098.82317,3.85413,4.38134,4120.5,1.6787,1.6787,1.6249,1.6249,4.85405,5.20462,0.81818,10.85401,1002.02167,0.0,0.79605,0.05364,0.00383,0.01533,0.0,0.03448,0.0,0.02682,0.0,0.00383,1.57143,2.11111,2.53488,11.74286,2.67143,6.90909,69.09091,0.75062,1.69072,6.70588,0.0,0.0,0.8,0.72727,1.0,0.89091,0.7,0.63478,0.32643,0.61434,0.0,0.77718,0.09268,0.74914,0.26048,0.78825,0.27607,0.07143,1.64706,1.64286,1.0,2.70588,0.07143,0.11765,0.10714,0.5,0.0,0,0.11111,0.22222,0.58333,0.41667,0.08333,0.03571,0.0,0,0.0,0.05882,0.58824,0.0,0.0,0.11765,0.23529,0.0,0.62195,0.5,1.0,0,0.2561,0.14634,0.85714,0,0,0,0.7,0,0,0,4.05836,0.71638,0.0,0.46847,0.5045,0.02703,0.88015,0.71429,0.0,0.17896,4.81022,11.83115,6,0.03831,4.63065,0.8457,0.0,0.21622,0.61261,0.17117,0.4433,9.63344,0.00383,4.99413,1.59817,0.08108,0.20721,0.34234,0.23423,4.19444,0.59731,0.0,0.3964,0.59459,0.00901,0.6,0.09091,27,4.45346,0.09091,1,0.08648,0.09412,0.768,0,0,0,0.0,0.05,0.43396,0.6875,0,0,0,0,0.13636,0.18065,0.02682,0.35714,0.0,0.3125,0.0,0.13043,0.04348,0.13043,0.21739,0.3913,0.25,0.0,0.125,0.0,0.08696,0.42857,0.13793,0.6,0.0,0.42857,1.0,70,0,20.98524,0.27273,5.06618,0.97368,0,0,0,0.54545,0.59146
607.txt,fake_br_human,0.05464,0.00546,0.66667,23.97541,0.33333,1.0,2.90984,26.14286,0.47541,7,7,183,0.03279,0.13115,0.02732,0.01639,0.0,0.0,0.00546,1563664.28689,3.55377,4.57464,58.28571,0.526,0.526,0.99629,0.99629,4.7229,5.42225,1.0,10.67299,1282.05562,0.0,0.72464,0.06557,0.0,0.02186,0.0,0.03825,0.0,0.03279,0.0,0.0,2.0,1.0,2.44262,9.0,3.3692,6.78571,66.28571,0.66707,2.0,3.28571,0.0,0.0,2.66667,1.71429,3.16667,2.14286,2.66667,0.8329,0.07318,0.82374,0,0.8329,0.07318,0.88501,0.05224,0.89586,0.04668,0.05,2.85714,1.7,0.5,4.85714,0.15,0.28571,0.2,0.57143,0.0,0,0.0,0.08333,0.625,0.375,0.29167,0.1,0.0,0,0.14286,0.0,0.14286,0.0,0.14286,0.0,0.57143,0.0,0.53279,0.42857,1.0,0,0.16393,0.38525,1.0,0.14286,0.0,0.05036,1.0,0.02381,0.0,0.00833,4.14133,0.66752,0.0,0.42169,0.57831,0.0,0.84652,0.70588,0.52632,0.05707,3.64773,12.95761,4,0.06557,4.61388,0.84673,0.01205,0.20482,0.61446,0.16867,0.39344,10.60359,0.00546,5.38823,1.65455,0.07229,0.10843,0.26506,0.40964,4.22357,0.49621,0.0,0.36145,0.63855,0.0,0,0.28571,33,7.57143,0.14286,1,0.13414,0.11243,0.74713,0.71429,0.35897,0.11938,0.0,0.05882,0.38889,0.66667,0.07143,0.0,0.03018,0,0.20833,0.18009,0.03825,0.1,0.0,0.0,0.0,0.0,0.0,0.15789,0.26316,0.42105,0.2,0.0,0.5,0.0,0.15789,0.5,0.4,0.0,0.0,0.2,0.33333,42,13,11.48202,0.0,8.03353,1.0,0.15385,0.06452,0.03204,0.57143,0.5
608.txt,fake_br_human,0.07692,0.08791,0.61538,59.30266,0.38462,1.0,2.46429,18.2,0.26374,5,5,91,0.13187,0.18681,0.05495,0.04396,0.0,0.0,0.01099,708503.42857,4.50136,4.94182,2064.0,2.1814,2.1814,2.8226,2.8226,5.35655,5.64058,0.53333,9.42252,1228.85324,0.01099,0.75824,0.10989,0.01099,0.06593,0.0,0.03297,0.0,0.03297,0.0,0.02198,1.85714,1.83333,2.52381,10.86667,2.47631,7.5,36.0,0.70196,1.6,2.66667,0.5,0.5,0.5,0.2,1.25,1.0,1.0,0.82238,0.0619,0.7678,0,0.82238,0.0619,0.8231,0.0657,0.83434,0.07084,0.0,2.5,0.8,0.8,2.0,0.33333,0.0,0.26667,1.0,1.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.16667,0.33333,0.16667,0.16667,0.78571,0.0,0.0,1.0,0.28571,0.28571,0.85714,0.25,0.0,0.08332,1.0,0.125,0.0,0.04914,3.97772,0.59112,0.0,0.47727,0.52273,0.0,0.89286,0.69231,0.5,0.0717,4.89796,8.70362,4,0.0989,4.87143,0.70295,0.0,0.09091,0.65909,0.25,0.6,7.41626,0.03297,4.65801,1.68569,0.13636,0.18182,0.29545,0.31818,4.21634,0.49367,0.0,0.31818,0.68182,0.0,1.0,0.2,16,5.16667,0.2,1,0.05279,0.06667,0.95833,0.42857,0.1875,0.09325,0.0,0.18182,0.72727,0.75,0.19512,0.0,0.06425,0.0,0.55556,0.08824,0.03297,0.33333,0.0,0.08333,0.0,0.0,0.08333,0.0,0.25,0.58333,0.2,0.08333,0.41667,0.0,0.08333,0.53333,0.07692,0.75,0.5,0.46667,0.6,41,8,11.70299,0.2,4.67903,0.82353,0.25,0.125,0.05089,0.4,0.625
609.txt,fake_br_human,0.05483,0.06266,0.59791,48.63781,0.40209,1.04348,2.80349,15.95833,0.27676,23,24,383,0.10966,0.20366,0.04439,0.02872,0.0,0.0,0.01828,334983.22707,4.43815,4.33729,6627.56522,2.16265,2.09004,1.77722,1.71804,5.37593,5.32678,0.58904,11.61159,1009.79588,0.03627,0.74849,0.08094,0.0,0.047,0.0,0.04178,0.00261,0.03655,0.0,0.00522,2.57895,2.10526,1.92593,9.59701,2.35494,7.02083,32.70833,0.67478,1.48701,0,0.73913,2.91304,0.43478,0.5942,0.65217,0.48551,0.21739,0.72019,0.25331,0.7147,0.0,0.78865,0.12426,0.82667,0.20433,0.85613,0.20478,0,0,0,0,0,0,-0.0,0,0,0,0.33333,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.67249,0,0,0.66667,0.31441,0.34498,0.95238,0,0,0,0.70833,0,0,0,4.09932,0.79961,0.0,0.52439,0.40854,0.06707,0.88231,0.66667,0.0,0.12674,4.77419,9.66388,0,0.10444,4.93642,0.72721,0.0,0.14634,0.60366,0.25,0.31818,6.52224,0.01828,4.50439,1.65335,0.14024,0.21951,0.35976,0.22561,4.3738,0.63242,0.0,0.25,0.68293,0.06707,1.0,0.08333,18,4.5125,0.08333,1,0,0.0,0.74714,0,0,0,0.0,0,0.35849,0.30952,0,0,0,0.33333,0.13208,0.12639,0.01567,0,0,0.04762,0,0,0,0,0,0,0,0.09524,0,0,0,0,0,0.0,0.73913,0,0,32,0,8.5804,0.29167,3.93118,0.82051,0,0,0,0.54167,0.67249
61.txt,fake_br_human,0.02695,0.0479,0.6497,44.08375,0.3503,1.0,2.73272,18.55556,0.40719,18,18,334,0.07485,0.16766,0.02695,0.01198,0.00299,0.0,0.01198,551100.05991,3.82225,4.33108,723.11111,1.38494,1.38494,1.73372,1.73372,4.87973,5.23079,0.5098,12.0932,710.85525,0.01706,0.72728,0.07784,0.00599,0.01796,0.0,0.03892,0.00299,0.02695,0.0,0.02096,3.44444,3.66667,1.63,11.2439,2.82115,7.75,38.5,0.74592,1.8547,6.36842,0.64706,2.76471,1.47059,1.35294,1.70588,1.57516,1.64706,0.82238,0.0654,0.80393,0,0.82238,0.0654,0.87857,0.05852,0.90823,0.05028,0.04348,2.42105,1.13043,0.91304,2.73684,0.15217,0.42105,0.08696,0.44444,0.14286,0.0,0.01818,0.14545,0.58182,0.41818,0.25455,0.15217,0.0,0.0,0.05263,0.15789,0.21053,0.0,0.05263,0.05263,0.42105,0.05263,0.59447,0.55556,0.85714,1.0,0.29493,0.29493,0.77778,0.125,0.0,0.04016,0.5625,0.23529,0.0,0.06435,4.19575,0.78753,0.0,0.45588,0.47794,0.06618,0.78627,0.72727,0.51515,0.07018,4.30303,11.4118,6,0.04491,4.99133,0.72227,0.0,0.11029,0.58088,0.30882,0.36167,7.57192,0.02994,4.27405,1.63798,0.15441,0.23529,0.38235,0.19118,4.45751,0.62402,0.0,0.23529,0.67647,0.08824,1.0,0.05556,15,5.46944,0.22222,1,0.12701,0.11111,0.66378,0.58333,0.17647,0.12402,0.0,0.14286,0.32203,0.52,0.16667,0.0,0.04943,0.0,0.16667,0.08516,0.02695,0.34783,0.0,0.08,0.02857,0.05714,0.22857,0.08571,0.11429,0.48571,0.23913,0.04,0.28,0.0,0.0,0.5,0.0,0.0,0.64706,0.41304,0.71429,32,10,7.27417,0.16667,3.30323,0.85714,0.3,0.03704,0.07301,0.55556,0.53917
610.txt,fake_br_human,0.05556,0.03704,0.63468,42.29341,0.36532,1.0,2.75332,21.21429,0.37205,28,28,594,0.05051,0.17003,0.04545,0.02525,0.00337,0.00673,0.00842,362742.02653,4.15569,4.1859,607.07143,1.40882,1.28579,0.98893,0.98893,5.10481,5.14744,0.70213,12.06999,959.66634,0.00812,0.76277,0.06566,0.00505,0.03199,0.0,0.02357,0.0,0.01684,0.0,0.0101,3.625,2.5,2.45283,9.41667,2.78318,7.32143,61.46429,0.71061,1.73733,0,0.2963,2.14815,0.7037,0.7963,0.96296,1.13228,0.77778,0.74485,0.15702,0.72529,0,0.74485,0.15702,0.836,0.13367,0.89675,0.07752,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.6366,0,0,1.0,0.23342,0.32891,0.84848,0.14286,0.0,0.04085,0.59091,0.16667,0.0,0.05368,4.03032,0.70661,0.0,0.55019,0.43866,0.01115,0.8636,0.64286,0.4,0.061,4.5945,10.77612,0,0.08586,4.75745,0.88001,0.01487,0.16729,0.57249,0.24535,0.35525,8.62646,0.01347,4.81545,1.69604,0.09665,0.24535,0.31227,0.22677,4.34002,0.60666,0.0,0.32342,0.60967,0.06691,0.8,0.10714,22,5.0267,0.03571,1,0,0.0,0.77139,0.63636,0.0,0.13563,0.0,0,0.27586,0.53333,0.16667,0.0,0.04992,0.0,0.05128,0.15462,0.02357,0,0,0.16667,0,0,0,0,0,0,0,0.03333,0,0,0,0,0,0.18519,0.25926,0,0,70,1,16.0387,0.25,4.61447,0.765,1.0,0.05,0.23533,0.60714,0.5756
611.txt,fake_br_human,0.02712,0.02712,0.54576,53.44773,0.45424,1.0,2.68323,22.69231,0.30847,13,13,295,0.11525,0.18305,0.03729,0.03051,0.0,0.0,0.00339,624877.98758,4.40499,4.53863,1779.61538,2.55292,2.07354,2.15377,1.71115,5.38937,5.47044,0.55769,11.2808,965.97483,0.02158,0.73219,0.10847,0.01356,0.03729,0.0,0.05763,0.00339,0.04068,0.0,0.00678,3.625,4.4,1.62963,11.64,3.05957,7.92308,66.15385,0.61736,1.20149,0,1.83333,6.08333,0.66667,0.76923,0.75,0.85897,0.58333,0.77818,0.14683,0.79314,0,0.77818,0.14683,0.86411,0.08836,0.8876,0.07293,0,0,0,0,0,0,-0.0,0,0,0,0.16667,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.76398,0,0,0.83333,0.11801,0.51553,1.0,0.2,0.0,0.0541,1.0,0.06667,0.0,0.0228,4.3118,0.97208,0.00781,0.42969,0.39062,0.17188,0.82516,0.61538,0.35294,0.06915,5.3125,9.68638,0,0.08136,4.94957,0.79449,0.0,0.14062,0.57031,0.28906,0.446,9.18947,0.01695,4.39774,1.66332,0.17188,0.28125,0.26562,0.21094,4.50398,0.70241,0.0,0.19531,0.70312,0.10156,0.875,0.15385,38,6.425,0.07692,1,0,0.0,0.7033,0.56522,0.13333,0.10319,0.0,0,0.40816,0.73529,0.26667,0.0,0.07468,0.0,0.14286,0.15836,0.03051,0,0,0.23529,0,0,0,0,0,0,0,0.08824,0,0,0,0,0,1.25,0.75,0,0,62,3,14.71987,0.15385,6.99721,0.85185,0.33333,0.08696,0.06288,0.61538,0.8323
612.txt,fake_br_human,0.07143,0.06122,0.62245,43.33896,0.37755,1.0,2.78689,19.6,0.30612,5,5,98,0.04082,0.18367,0.08163,0.07143,0.0,0.0,0.0102,368886.27869,4.38402,4.29908,2258.2,1.347,1.347,2.0742,1.2764,5.32176,5.26049,0.25,9.72352,995.61304,0.0102,0.71429,0.12245,0.0,0.10204,0.0,0.04082,0.0,0.03061,0.0,0.0,1.85714,3.4,2.26087,10.05882,2.86569,7.4,52.6,0.6097,1.64865,2.75,0.0,0.0,0.75,0.6,1.0,0.7,1.0,0.85003,0.04962,0.8266,0,0.85003,0.04962,0.8738,0.0303,0.87785,0.02735,0.0,2.375,0.47368,0.36842,1.125,0.15789,0.125,0.36842,0.7,0,0.0,0.0,0.3,0.65,0.35,0.05,0.05263,0,1.0,0.0,0.125,0.25,0.125,0.0,0.0,0.375,0.125,0.63934,0.3,0,0.0,0.45902,0.22951,0.85714,0.125,0.0,0.04542,1.0,0.15385,0.0,0.06106,3.92298,0.75344,0.0,0.51111,0.44444,0.04444,0.86885,0.56522,0.48387,0.03207,4.86538,9.60346,4,0.11224,4.85557,0.85884,0.0,0.17778,0.55556,0.26667,0.48649,7.98286,0.03061,4.5087,1.78084,0.17778,0.26667,0.17778,0.33333,4.2893,0.60989,0.0,0.35556,0.62222,0.02222,0,0.2,14,4.03333,0.2,1,0.04956,0.06061,0.8,0.5,0.21429,0.10064,0.0,0.16667,0.875,0.75,0.125,0.0,0.04845,1.0,0.5,0.12069,0.03061,0.05263,0.0,0.0,0.0,0.0,0.0,0.06667,0.4,0.26667,0.31579,0.0,0.75,0.0,0.26667,0.63158,0.0,0.25,0.0,0.15789,0.66667,28,13,5.74804,0.0,3.30617,0.94444,0.25,0.10526,0.04776,0.6,0.60656
613.txt,fake_br_human,0.052,0.016,0.64,32.49016,0.36,1.0,2.84375,27.77778,0.468,9,9,250,0.024,0.104,0.036,0.036,0.0,0.0,0.0,1216134.725,3.32006,4.32496,224.44444,0.99722,0.78611,0.972,0.63522,4.49469,5.13719,0.76,11.60988,842.35329,0.0,0.71007,0.068,0.004,0.044,0.0,0.016,0.0,0.012,0.0,0.008,1.1,1.33333,1.98795,8.45,3.08435,7.38889,79.33333,0.65788,1.77778,0,0.0,0.0,3.625,3.55556,4.125,3.80556,3.75,0.82249,0.06371,0.8038,0,0.82249,0.06371,0.86646,0.0344,0.89208,0.03133,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4875,0,0,0,0.33125,0.24375,1.0,0.18182,0.0,0.05365,1.0,0.04545,0.0,0.01662,4.33121,0.77511,0.0,0.41758,0.48352,0.0989,0.77525,0.61765,0.47368,0.04519,3.00862,13.16192,0,0.06,4.32074,0.85155,0.02198,0.32967,0.57143,0.07692,0.35556,11.25991,0.0,5.30695,1.44328,0.05495,0.15385,0.20879,0.49451,4.39161,0.58001,0.0,0.20879,0.73626,0.05495,0.33333,0.11111,25,6.90212,0.0,1,0,0.0,0.62889,0.64286,0.35294,0.09809,0.0,0,0.33333,0.5,0.06667,0.0,0.02479,0,0.12121,0.21053,0.036,0,0,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,48,15,10.55965,0.0,4.95979,0.96154,0.15625,0.04762,0.03083,0.88889,0.5625
614.txt,fake_br_human,0.055,0.04,0.605,46.08144,0.395,1.0,2.66116,22.22222,0.34,9,9,200,0.06,0.17,0.04,0.02,0.005,0.005,0.01,500967.95041,4.20148,4.37558,7592.55556,2.09989,2.09989,1.10022,1.10022,5.25896,5.37786,0.60606,10.63658,987.21609,0.01861,0.74347,0.125,0.0,0.04,0.0,0.085,0.0,0.06,0.0,0.02,2.3,3.0,2.76,8.76667,2.77247,7.0,53.55556,0.63438,1.53165,0,1.25,2.125,1.125,0.58333,1.25,0.72222,1.0,0.81173,0.1317,0.75953,0,0.81173,0.1317,0.84748,0.12366,0.85642,0.1169,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.67769,0,0,1.0,0.23967,0.43802,0.90909,0.16667,0.0,0.05595,0.75,0.5,0.0,0.15287,4.07322,0.71149,0.0,0.52439,0.45122,0.02439,0.89045,0.66667,0.46667,0.06426,4.58763,10.58102,0,0.08,4.83153,0.7093,0.0,0.15854,0.60976,0.23171,0.37975,9.02489,0.025,4.90035,1.49329,0.07317,0.17073,0.37805,0.29268,4.29482,0.58893,0.0,0.30488,0.64634,0.04878,0,0.11111,44,5.77778,0.0,1,0,0.0,0.79412,0.6,0.0,0.15126,0.0,0,0.44118,0.58333,0.21429,0.0,0.06437,0.0,0.19048,0.11013,0.015,0,0,0.0,0,0,0,0,0,0,0,0.08333,0,0,0,0,0,0.25,1.25,0,0,49,2,12.1269,0.11111,8.18862,1.0,0.5,0.05,0.12504,0.77778,0.65289
615.txt,fake_br_human,0.05515,0.04412,0.59559,44.40175,0.40441,1.0,2.80247,20.92308,0.33456,13,13,272,0.05515,0.16176,0.02941,0.01838,0.00368,0.0,0.00735,313387.18519,4.21291,4.42846,456.0,1.37308,1.21985,1.33069,1.16454,5.29858,5.43419,0.55814,11.58446,799.17371,0.00642,0.71746,0.09191,0.00368,0.02206,0.0,0.04779,0.0,0.06618,0.0,0.01838,2.07143,3.36364,1.76623,8.125,2.75789,6.53846,44.07692,0.58461,1.47273,0,0.58333,2.08333,0.58333,0.69231,1.16667,1.10256,0.83333,0.80841,0.05483,0.80644,0,0.80841,0.05483,0.87124,0.05495,0.88873,0.05592,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.62346,0,0,1.0,0.38272,0.31481,0.93333,0.14286,0.0,0.03742,0.83333,0.13043,0.0,0.03627,4.06194,0.75621,0.0,0.53913,0.41739,0.04348,0.82683,0.66667,0.44737,0.05815,3.44776,11.118,0,0.0625,4.69072,0.80427,0.0,0.16522,0.64348,0.1913,0.31364,8.50894,0.01838,4.81381,1.63695,0.10435,0.17391,0.35652,0.25217,4.22775,0.60526,0.0,0.38261,0.6,0.01739,0,0.15385,32,7.67051,0.07692,1,0,0.0,0.65934,0.46667,0.26087,0.06486,0.0,0,0.25581,0.6,0.14286,0.0,0.05098,0.0,0.21622,0.15556,0.02574,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.58333,0,0,36,7,7.80002,0.07692,6.61444,0.84091,0.2,0.0,0.05531,0.69231,0.67901
616.txt,fake_br_human,0.03788,0.03788,0.64015,30.43773,0.35985,1.0,2.66272,33.0,0.4053,8,8,264,0.04167,0.15909,0.03409,0.01515,0.0,0.00758,0.00758,557230.37278,3.81121,4.40413,1.625,1.138,1.138,0.95738,0.95738,4.88959,5.2809,0.69231,11.11741,817.29133,0.00782,0.77285,0.10227,0.0,0.02652,0.0,0.06061,0.0,0.05682,0.0,0.02273,4.57143,2.22222,2.34211,8.11111,3.60134,8.1875,94.875,0.64937,1.77895,0,0.57143,4.28571,1.28571,1.28571,2.71429,2.03571,2.0,0.87473,0.0374,0.86555,0,0.87473,0.0374,0.90835,0.03173,0.91669,0.03627,0,0,0,0,0,0,-0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.63905,0,0,1.0,0.2426,0.24852,0.8,0.10526,0.0,0.03186,0.8,0.08163,0.0,0.03022,4.09896,0.69366,0.0,0.47222,0.50926,0.01852,0.85057,0.65,0.48,0.05531,4.07812,11.67303,0,0.06818,4.65031,0.81681,0.0,0.19444,0.62037,0.18519,0.35789,13.34697,0.01894,5.06357,1.49857,0.06481,0.18519,0.31481,0.34259,4.28713,0.53313,0.0,0.26852,0.71296,0.01852,1.0,0.0,44,8.30417,0.125,1,0,0.0,0.76125,0.51724,0.32653,0.07177,0.0,0,0.34043,0.72727,0.17391,0.0,0.05217,0.0,0.11111,0.12957,0.0303,0,0,0.18182,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1.28571,0.57143,0,0,58,12,15.44345,0.0,7.92455,0.85714,0.23077,0.08696,0.04929,0.875,0.56213
