metric,n_human,n_llm,mean_human,mean_llm,median_human,median_llm,std_human,std_llm,diff_means,cohens_d,abs_cohens_d,p_value,higher_in,q_value_fdr
freq_brwac,5391,5391,5.045048551289185,5.102375498052309,5.09157,5.11415,0.3153651655015723,0.17185389624338746,-0.057326946763123665,-0.22573430137272932,0.22573430137272932,2.248873405491007e-10,llm,2.677230244632151e-10
ratio_function_to_content_words,5391,5391,0.6160428974216287,0.596701407902059,0.61688,0.59684,0.10603546893380324,0.06155172247433318,0.01934148951956971,0.22309743535905846,0.22309743535905846,3.295463713756198e-34,human,4.8466383364774e-34
conn_ratio,5391,5391,0.07411806714895196,0.07894549248747913,0.07368,0.07874,0.026365133184575194,0.015869856189821365,-0.004827425338527175,-0.221851240129062,0.221851240129062,9.000075558067503e-34,llm,1.304358776531522e-33
first_person_pronouns,5391,5391,0.10410634019662401,0.05555880912632165,0.0,0.0,0.2532307310207451,0.18277862915372864,0.048547531070302366,0.2198388816009609,0.2198388816009609,1.852576998004114e-30,human,2.6277687914951974e-30
medium_long_sentence_ratio,5391,5391,0.08486655907994807,0.06557055462808384,0.05882,0.05882,0.10643644898926985,0.07043543917654584,0.019296004451864232,0.2138078250563688,0.2138078250563688,2.195233881034373e-06,human,2.5088387211821406e-06
min_cw_freq,5391,5391,7218.918820159524,1791.6545738452978,1402.52381,828.9,36009.06707739081,4941.4975553089025,5427.2642463142265,0.21117029891485425,0.21117029891485425,2.3025290214998852e-54,human,3.743949628455098e-54
pronouns_min,5391,5391,0.0017891318864774626,0.00019650714153218325,0.0,0.0,0.011024954172090826,0.0025942301802467293,0.0015926247449452795,0.19886098341210087,0.19886098341210087,1.8089763348291293e-21,human,2.4281561541330595e-21
sentence_length_max,5391,5391,41.71619365609349,37.70506399554814,36.0,37.0,30.384944568902124,7.0712652710112325,4.01112966054535,0.18183187498726253,0.18183187498726253,0.0013244603667583975,human,0.001424150931998277
nouns_standard_deviation,5391,5391,0.09587427378964941,0.1071182099795956,0.09559,0.09643,0.07260066162490024,0.04958182066868064,-0.011243936189946194,-0.1808696640990702,0.1808696640990702,3.947791380278966e-12,llm,4.9347392253487075e-12
cw_freq_brwac,5391,5391,4.04664659803376,4.100246657391949,4.08157,4.10478,0.3772008271903706,0.19913125016537248,-0.0536000593581889,-0.17771482984032386,0.17771482984032386,1.3113654579272038e-06,llm,1.5073166183071309e-06
function_words,5391,5391,0.37848965683546654,0.37276568169170843,0.38158,0.37376,0.04193855845895344,0.024592273304512104,0.005723975143758109,0.1665036164566147,0.1665036164566147,2.4754461738421103e-34,human,3.694695781853896e-34
content_words,5391,5391,0.6215566870710444,0.6272375496197367,0.6185,0.62624,0.04195002958515056,0.024590231206413557,-0.005680862548692267,-0.16521940274005414,0.16521940274005414,5.307110653351756e-34,llm,7.747606793214241e-34
min_noun_phrase,5391,5391,1.043034687442033,1.0098312001483956,1.0,1.0,0.26691946785801246,0.10053562157005717,0.033203487293637535,0.1646306931921704,0.1646306931921704,3.2120328340382837e-18,human,4.171471213036732e-18
adverbs,5391,5391,0.036941278056019294,0.03378760712298275,0.0339,0.03276,0.023918670238004366,0.013689232322628992,0.003153670933036541,0.1618333758832334,0.1618333758832334,0.001212236179987506,human,0.00131764802172555
indicative_imperfect_ratio,5391,5391,0.030239716193656094,0.04037780931181598,0.0,0.02222,0.06718451271595619,0.058931812348860704,-0.010138093118159889,-0.16043056713897244,0.16043056713897244,2.2701022321917892e-97,llm,4.243181742414559e-97
cau_pos_conn_ratio,5391,5391,0.034702350213318495,0.03222049712483769,0.03356,0.03167,0.01903132342976861,0.010999822451490926,0.002481853088480805,0.15967366109116832,0.15967366109116832,3.332941915105595e-09,human,3.944309958704846e-09
familiaridade_1_25_ratio,5391,5391,0.004522407716564644,0.0030208848080133556,0.0,0.0,0.012370250118941205,0.005606342149454215,0.0015015229085512888,0.15635174508089975,0.15635174508089975,4.003340046415705e-15,human,5.099796237472235e-15
familiaridade_25_4_ratio,5391,5391,0.15711858838805415,0.1662102671118531,0.15068,0.16505,0.07535623209489345,0.04671514350142858,-0.009091678723798957,-0.14501865475413425,0.14501865475413425,7.831525474912327e-30,llm,1.0953182482394863e-29
add_pos_conn_ratio,5391,5391,0.031168473381561864,0.033176481172324246,0.0299,0.03286,0.016933029237906214,0.011247229473305951,-0.002008007790762382,-0.1396965576681044,0.1396965576681044,2.7323877022888495e-24,llm,3.7175342888283665e-24
third_person_pronouns,5391,5391,0.39233864774624366,0.4564196364310888,0.0,0.28571,0.45235510020579744,0.4722121489704641,-0.06408098868484513,-0.13858638109849614,0.13858638109849614,4.519208050158744e-11,llm,5.5112293294618835e-11
indefinite_pronoun_ratio,5391,5391,0.15724182155444258,0.1376569597477277,0.13043,0.125,0.16713800544235605,0.11293984352778176,0.01958486180671487,0.13730580015720645,0.13730580015720645,0.29780003516619635,human,0.30543593350379117
imageabilidade_std,5391,5391,0.6046287534780189,0.6152053385271751,0.60151,0.60946,0.08844948323621722,0.06716957610088635,-0.01057658504915615,-0.13467586611162183,0.13467586611162183,4.839383724396643e-11,llm,5.865919665935325e-11
imageabilidade_1_25_ratio,5391,5391,0.0001513726581339269,0.0003768354665182712,0.0,0.0,0.001597336886335218,0.0017673420612904728,-0.00022546280838434428,-0.13384668648737438,0.13384668648737438,1.641360476684854e-29,llm,2.279667328728964e-29
concretude_std,5391,5391,0.7731246206640697,0.7593979410127991,0.76465,0.7497,0.11955556370926577,0.08933789040279881,0.013726679651270612,0.13006896147264926,0.13006896147264926,1.6306654373199925e-10,human,1.95289273930538e-10
adverbs_diversity_ratio,5391,5391,0.7667736950473011,0.7957510740122427,0.83333,0.8,0.27402567398194755,0.15666798694574754,-0.02897737896494157,-0.12982797774566532,0.12982797774566532,6.842260088699544e-05,llm,7.560508385303363e-05
verbs_standard_deviation,5391,5391,0.0686237525505472,0.06277911148209979,0.06452,0.05896,0.05916080254031763,0.025618269006174622,0.005844641068447412,0.12820931941872704,0.12820931941872704,0.0012430137898500994,human,0.0013437986917298373
adjectives_min,5391,5391,0.0026570376553515115,0.004278838805416435,0.0,0.0,0.01482418123330015,0.012945172597068337,-0.0016218011500649236,-0.1165386222916148,0.1165386222916148,2.714919861546555e-39,llm,4.082586257964745e-39
indicative_pluperfect_ratio,5391,5391,0.03262163606010016,0.038889603042107215,0.0,0.0303,0.061199632790757436,0.04544523725981863,-0.006267966982007052,-0.11628636423334254,0.11628636423334254,1.1678655532381194e-80,llm,2.031070527370642e-80
postponed_subject_ratio,5391,5391,0.06655197365980338,0.057271739936931916,0.0,0.05,0.10061396824834555,0.05387169628692841,0.009280233722871463,0.11499515419399349,0.11499515419399349,2.439980657150357e-19,human,3.210500864671522e-19
oblique_pronouns_ratio,5391,5391,0.051104863661658326,0.04103929697644222,0.0,0.0,0.107188996904783,0.06493956747005394,0.010065566685216104,0.11358258347990083,0.11358258347990083,0.01754105630295662,human,0.018464269792585915
passive_ratio,5391,5391,0.04987422741606381,0.05703488777592283,0.0,0.05,0.07831584192718519,0.04405544465056945,-0.007160660359859024,-0.1126981762296035,0.1126981762296035,2.7362965942190116e-123,llm,5.584278763712269e-123
first_person_possessive_pronouns,5391,5391,0.0892469597477277,0.11636911890187349,0.0,0.0,0.2581017689566052,0.24886053418347467,-0.027122159154145786,-0.10698094902496465,0.10698094902496465,6.185051702710029e-40,llm,9.37129045865156e-40
adverbs_min,5391,5391,0.0002848414023372287,5.455388610647375e-06,0.0,0.0,0.0037326869618763366,0.00040055334106600486,0.00027938601372658135,0.10524751438353837,0.10524751438353837,8.21525156649759e-09,human,9.665001842938342e-09
sentences_with_six_clauses,5391,5391,0.025534785754034502,0.0315844333147839,0.0,0.0,0.07082207587777814,0.051461697316855806,-0.0060496475607494,-0.09772715674527209,0.09772715674527209,1.7343485005425156e-70,llm,2.9395737297330776e-70
sentences_with_zero_clause,5391,5391,0.06290109812650714,0.05420594323873122,0.0,0.0,0.11197382409255648,0.07460091561507995,0.008695154887775919,0.09139276993730605,0.09139276993730605,4.396615892519815e-14,human,5.530334455999767e-14
adverbs_max,5391,5391,0.11993492301984789,0.13060691708402894,0.08333,0.11111,0.14666316248771716,0.08191364673010068,-0.010671994064181053,-0.08984266302948148,0.08984266302948148,1.2295401388346758e-88,llm,2.1956073907762066e-88
simple_word_ratio,5391,5391,0.63860353737711,0.6313310721572991,0.645,0.63084,0.100438989785705,0.05732074591332455,0.007272465219810842,0.08893475947683581,0.08893475947683581,2.3113327728583936e-15,human,2.9632471446902485e-15
std_noun_phrase,5391,5391,5.013951320719718,4.77158075310703,4.19989,4.64772,3.6899587415487027,1.1608475856357352,0.24237056761268772,0.0886094982248413,0.0886094982248413,2.8951081541947696e-41,human,4.488539773945379e-41
lsa_paragraph_mean,5391,5391,0.7394791652754591,0.7620207790762382,0.77181,0.90466,0.1496582755571971,0.3283137345855906,-0.022541613800779126,-0.08835178865805063,0.08835178865805063,0.0,llm,0.0
pronouns_standard_deviation,5391,5391,0.05024669449081802,0.047371483954739384,0.04732,0.0438,0.04226039532080645,0.02047509517344125,0.002875210536078636,0.08658916638393314,0.08658916638393314,0.2781522119504918,human,0.28675485768091935
adjectives_ambiguity,5391,5391,2.74905843442775,2.879993079206084,2.4,2.8,2.0303750675897247,0.855314390999069,-0.13093464477833416,-0.0840466348445641,0.0840466348445641,3.3814206826671696e-52,llm,5.4539043268825316e-52
cw_freq,5391,5391,433037.77055187715,454818.17982038215,367774.76033,404026.10363,298792.57779130613,238551.94650591625,-21780.409268505,-0.08056215230357008,0.08056215230357008,8.754567271659889e-20,llm,1.1595453339946873e-19
second_person_pronouns,5391,5391,0.06300588573548506,0.047843478018920416,0.0,0.0,0.20814240856156174,0.191765305993161,0.015162407716564644,0.07576602714313596,0.07576602714313596,2.1415242802683182e-11,human,2.627637153703458e-11
content_word_max,5391,5391,0.6807042125765165,0.6860050139120757,0.66667,0.66667,0.08253059267922257,0.07612108474271134,-0.005300801335559213,-0.06676867031697738,0.06676867031697738,0.003662130042380286,llm,0.003895883023808815
second_person_possessive_pronouns,5391,5391,0.0020562140604711556,0.000330797625672417,0.0,0.0,0.03663325752747114,0.010444827816705865,0.0017254164347987387,0.0640562861928729,0.0640562861928729,0.0009944837863236835,human,0.0010868675260368125
adjacent_refs,5391,5391,0.27615006492301986,0.16361880356149136,0.0,0.05263,2.514073965510335,0.2447590475064184,0.1125312613615285,0.06300306571131034,0.06300306571131034,0.0002008766601741949,human,0.0002207435826090054
easy_conjunctions_ratio,5391,5391,0.06776342608050455,0.0664548395473938,0.0671,0.0663,0.026079946223709786,0.013925172587214572,0.0013085865331107505,0.06259553228060799,0.06259553228060799,0.017026235062361648,human,0.018017179960171055
log_pos_conn_ratio,5391,5391,0.027023743275830087,0.02787074197736969,0.02564,0.02719,0.016738313559841893,0.009970358202069164,-0.0008469987015396023,-0.061481796448495,0.061481796448495,8.449007106570571e-12,llm,1.0495661001951019e-11
dep_distance,5391,5391,49.0926449897978,51.98450420515673,39.33333,51.53846,73.73213739806067,13.052449747610178,-2.8918592153589344,-0.05461787808379814,0.05461787808379814,2.59455455298771e-240,llm,7.012309602669486e-240
coreference_pronoun_ratio,5391,5391,0.22131549619736599,0.13222326470042664,0.0,0.0,2.309555409743447,0.21707272825119195,0.08909223149693934,0.05431460297000671,0.05431460297000671,1.8474107357109445e-05,human,2.0641460734200498e-05
anaphoric_refs,5391,5391,0.8492094305323689,0.683670589872009,0.0,0.33333,4.368550757580162,0.9260097203983704,0.16553884066035984,0.052424403089359674,0.052424403089359674,5.242689827217589e-06,human,5.890662727210773e-06
tmp_neg_conn_ratio,5391,5391,8.026154702281581e-05,4.618623631979224e-05,0.0,0.0,0.000841125111333784,0.00040399865652588366,3.4075310703023566e-05,0.0516438917454112,0.0516438917454112,0.35261096874224385,human,0.35980711096147333
max_noun_phrase,5391,5391,22.191244667037655,22.821925431274344,18.0,22.0,17.47361555557685,6.726723054004331,-0.6306807642366898,-0.047635800226992354,0.047635800226992354,5.704908937526199e-104,llm,1.0866493214335616e-103
min_freq_brwac,5391,5391,1.5009494769059541,1.5297041606381003,1.5422,1.52087,0.7263967282984007,0.4722922183032754,-0.02875468373214618,-0.04693392464405219,0.04693392464405219,0.858407383977133,llm,0.8627209889217416
content_density,5391,5391,1.681514040066778,1.6975794416620293,1.62105,1.6755,0.3820757340296385,0.3213060073092748,-0.016065401595251272,-0.04551092330739904,0.04551092330739904,3.295714068804632e-34,llm,4.8466383364774e-34
and_ratio,5391,5391,0.024628542014468558,0.024068247078464108,0.0232,0.02349,0.015360676895332093,0.009172321689884503,0.0005602949360044504,0.04428953805975792,0.04428953805975792,0.03947225235586304,human,0.04111692953735733
verbs_max,5391,5391,0.2628299480615841,0.2699508810981265,0.25,0.25,0.2150798372977336,0.10973666780214417,-0.007120933036542376,-0.04170730588032473,0.04170730588032473,5.225043046368628e-06,llm,5.890662727210773e-06
pronouns_max,5391,5391,0.153248530884808,0.15794277128547582,0.13333,0.14286,0.13991245086563617,0.08149828941555633,-0.004694240400667821,-0.041000105622446555,0.041000105622446555,3.4947124402302383e-17,llm,4.50930637449063e-17
noun_ratio,5391,5391,0.3608690280096457,0.36219229085512894,0.3578,0.36028,0.06298434318317901,0.038588498659036095,-0.0013232628454832307,-0.025334945068408037,0.025334945068408037,0.0016193730843801816,llm,0.0017319498228665043
verbs_min,5391,5391,0.03619296790947876,0.037107026525690964,0.0,0.04,0.046477471734526,0.030396524568924662,-0.0009140586162122016,-0.02327686733573228,0.02327686733573228,4.869728552930896e-15,llm,6.164213358140374e-15
subjunctive_present_ratio,5391,5391,0.0532384158783157,0.05139519940641811,0.0,0.03448,0.08864506773081228,0.06862990218299611,0.0018432164718975921,0.02325187908377025,0.02325187908377025,9.075886171553133e-29,human,1.2518463684900872e-28
temporal_adjunct_ratio,5391,5391,0.08762400853273976,0.0908842496753849,0.02941,0.08108,0.19614953534779755,0.0715896173234861,-0.0032602411426451428,-0.02208121181083114,0.02208121181083114,5.923741702055944e-90,llm,1.0673408472172873e-89
subjunctive_imperfect_ratio,5391,5391,0.004735321832684103,0.0043673029122611754,0.0,0.0,0.019799330488561764,0.013537336404083267,0.00036801892042292745,0.021699421834583364,0.021699421834583364,9.374467078934076e-09,human,1.0964288981209445e-08
min_cw_freq_bra,5391,5391,1.8935708810981267,1.908132745316268,1.93283,1.91863,0.808984651642214,0.5264673312124373,-0.014561864218141318,-0.021335932901954256,0.021335932901954256,0.43228288861804154,llm,0.43886587676958533
min_freq_bra,5391,5391,1.741015989612317,1.7551556872565388,1.76306,1.75317,0.8206629536049557,0.5335801102347706,-0.01413969764422185,-0.020428104739113946,0.020428104739113946,0.8391022607954229,llm,0.8475780412074979
min_cw_freq_brwac,5391,5391,1.6316087367835284,1.6414319662400298,1.68887,1.63724,0.7195502686000937,0.460212902491508,-0.009823229456501492,-0.01626455557070115,0.01626455557070115,0.033863894456029116,llm,0.035459575346627345
demonstrative_pronoun_ratio,5391,5391,0.3422394565015767,0.35752138935262473,0.08333,0.27273,1.6094566240195451,0.3513274468093488,-0.015281932851048008,-0.013119154243999492,0.013119154243999492,4.706133331926942e-134,llm,9.804444441514462e-134
adverbs_standard_deviation,5391,5391,0.038994568725653864,0.03943379335930254,0.03047,0.03583,0.04353687875193324,0.020015287245285306,-0.00043922463364867714,-0.012963103240033759,0.012963103240033759,1.311584795871005e-40,llm,2.017822762878469e-40
indicative_future_ratio,5391,5391,0.03277586904099425,0.03196724540901502,0.0,0.0,0.07621665721538734,0.0570999213734343,0.0008086236319792273,0.012008053971054925,0.012008053971054925,6.411374535888178e-32,human,9.224999332213206e-32
dalechall_adapted,5391,5391,11.061377436468188,11.06351302355778,10.95806,11.0888,1.3785823247492117,0.7613617500077013,-0.0021355870895920503,-0.001917751595575469,0.001917751595575469,3.375682502247737e-05,llm,3.750758335830819e-05
subtitles,5391,5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,tie,1.0
